,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,postalCode,cc,city,state,country,formattedAddress,neighborhood,id,point name
83,Fontana dell'Acqua Paola,Fountain,"Via Giuseppe Garibaldi, 35",,41.88890056827302,12.46435772780594,"[{'label': 'display', 'lat': 41.88890056827302, 'lng': 12.46435772780594}]",1496,00153,IT,Roma,Lazio,Italia,"['Via Giuseppe Garibaldi, 35', '00153 Roma Lazio', 'Italia']",Trastevere,4da499bc593f8eeccd497e35,Panthéon
84,Taverna Trilussa,Italian Restaurant,"Via del Politeama, 21",,41.890683094660616,12.471348158697301,"[{'label': 'display', 'lat': 41.890683094660616, 'lng': 12.471348158697301}]",993,00153,IT,Roma,Lazio,Italia,"['Via del Politeama, 21', '00153 Roma Lazio', 'Italia']",,4b463a89f964a520c21a26e3,Panthéon
85,Piazza Trilussa,Plaza,Piazza Trilussa,,41.89182965100398,12.469993198021283,"[{'label': 'display', 'lat': 41.89182965100398, 'lng': 12.469993198021283}]",944,,IT,Roma,Lazio,Italia,"['Piazza Trilussa', 'Roma Lazio', 'Italia']",,4ba8e59ef964a5201ff839e3,Panthéon
86,Basilica di San Pietro (Basilica Sancti Petri),Church,Piazza San Pietro,,41.902133305189565,12.453582286834715,"[{'label': 'display', 'lat': 41.902133305189565, 'lng': 12.453582286834715}]",1965,00120,VA,Vatican,,Vatican,"['Piazza San Pietro', '00120 Città del Vaticano', 'Vatican']",Città del Vaticano,4adcdac6f964a520105321e3,Panthéon
87,Cupola di San Pietro,Scenic Lookout,Piazza San Pietro,,41.90220976115311,12.453407016695822,"[{'label': 'display', 'lat': 41.90220976115311, 'lng': 12.453407016695822}]",1981,,IT,Città del Vaticano,Città del Vaticano,Italia,"['Piazza San Pietro', 'Città del Vaticano Città del Vaticano', 'Italia']",Città del Vaticano,5043382de4b072dc96b3796d,Panthéon
88,Ma Che Siete Venuti A Fà,Pub,"Via Benedetta, 25",,41.891743486258214,12.469147502251712,"[{'label': 'display', 'lat': 41.891743486258214, 'lng': 12.469147502251712}]",995,00153,IT,Roma,Lazio,Italia,"['Via Benedetta, 25', '00153 Roma Lazio', 'Italia']",Trastevere,4b157a56f964a52071ad23e3,Panthéon
89,Ai Tre Scalini,Wine Bar,"Via Panisperna, 251",,41.896347818830705,12.490418011337228,"[{'label': 'display', 'lat': 41.896347818830705, 'lng': 12.490418011337228}]",1153,00184,IT,Roma,Lazio,Italia,"['Via Panisperna, 251', '00184 Roma Lazio', 'Italia']",Monti,4bd73fba09ecb7130975467c,Panthéon
90,Fontana delle Tartarughe,Fountain,Piazza Mattei,,41.8938494614327,12.477513541077055,"[{'label': 'display', 'lat': 41.8938494614327, 'lng': 12.477513541077055}]",533,00186,IT,Roma,Lazio,Italia,"['Piazza Mattei', '00186 Roma Lazio', 'Italia']",,4adcdac7f964a5206d5321e3,Panthéon
91,Stadio palatino (Stadio palatino | Stadio di Domiziano),Historic Site,,Palatino,41.8875823767912,12.487496137619017,"[{'label': 'display', 'lat': 41.8875823767912, 'lng': 12.487496137619017}]",1513,,IT,Roma,Lazio,Italia,"['Roma Lazio', 'Italia']",,51c95c8c498e482954f2ed7d,Panthéon
92,Piazza del Quirinale,Plaza,Piazza del Quirinale,,41.899294578473324,12.486820794047116,"[{'label': 'display', 'lat': 41.899294578473324, 'lng': 12.486820794047116}]",830,00187,IT,Roma,Lazio,Italia,"['Piazza del Quirinale', '00187 Roma Lazio', 'Italia']",,4eb4072902d5f33e91f1edbe,Panthéon
93,Scalinata di Trinità dei Monti,Historic Site,Piazza Trinità dei Monti 17,Piazza di Spagna,41.90597413328674,12.482646703720091,"[{'label': 'display', 'lat': 41.90597413328674, 'lng': 12.482646703720091}]",950,00187,IT,Roma,Lazio,Italia,"['Piazza Trinità dei Monti 17 (Piazza di Spagna)', '00187 Roma Lazio', 'Italia']",,4aabd1cff964a5203c5a20e3,Panthéon
94,Forno Campo de' Fiori,Bakery,"Piazza Campo de' Fiori, 22",,41.895807535774246,12.471559156578298,"[{'label': 'display', 'lat': 41.895807535774246, 'lng': 12.471559156578298}]",537,00186,IT,Roma,Lazio,Italia,"[""Piazza Campo de' Fiori, 22"", '00186 Roma Lazio', 'Italia']",Campo de' Fiori,4adcdad2f964a520c55621e3,Panthéon
95,Vineria Il Chianti,Italian Restaurant,"Via del Lavatore, 81","Via del Lavatore, 81",41.90105083141092,12.484178044162327,"[{'label': 'display', 'lat': 41.90105083141092, 'lng': 12.484178044162327}]",666,00187,IT,Roma,Lazio,Italia,"['Via del Lavatore, 81 (Via del Lavatore, 81)', '00187 Roma Lazio', 'Italia']",Trevi,4be93f86ee96c928b8ecfebf,Panthéon
96,Sofitel Rome Villa Borghese,Hotel,Via Lombardia 47,,41.90762116595226,12.486660550107331,"[{'label': 'display', 'lat': 41.90762116595226, 'lng': 12.486660550107331}]",1291,00187,IT,Roma,Lazio,Italia,"['Via Lombardia 47', '00187 Roma Lazio', 'Italia']",,4adcdabef964a520295121e3,Panthéon
97,La Romana,Ice Cream Shop,"Via Venti Settembre, 60",Via Piave,41.90772475553485,12.49898435190215,"[{'label': 'display', 'lat': 41.90772475553485, 'lng': 12.49898435190215}]",2096,00187,IT,Roma,Lazio,Italia,"['Via Venti Settembre, 60 (Via Piave)', '00187 Roma Lazio', 'Italia']",,51a0bced498ee3b3eb8a6f9c,Panthéon
98,Le Jardin de Russie,Mediterranean Restaurant,Via del Babuino 9,,41.91018398321711,12.477783729438615,"[{'label': 'display', 'lat': 41.91018398321711, 'lng': 12.477783729438615}]",1290,00187,IT,Roma,Lazio,Italia,"['Via del Babuino 9', '00187 Roma Lazio', 'Italia']",,4adcdad0f964a520d85521e3,Panthéon
99,Rome Style Hotel,Hotel,Via dei Due Macelli 106,,41.90331004865928,12.485086231738164,"[{'label': 'display', 'lat': 41.90331004865928, 'lng': 12.485086231738164}]",860,00187,IT,Roma,Lazio,Italia,"['Via dei Due Macelli 106', '00187 Roma Lazio', 'Italia']",,5725ccd0498eb1720d74768c,Panthéon
0,Eiffelturm (Tour Eiffel),Monument / Landmark,5 avenue Anatole France,,48.85825817805569,2.294423282146454,"[{'label': 'display', 'lat': 48.85825817805569, 'lng': 2.294423282146454}]",5,75007,FR,Paris,Île-de-France,France,"['5 avenue Anatole France', '75007 Paris', 'France']",Tour Eiffel - Parc du Champ-de-Mars,51a2445e5019c80b56934c75,Eiffel Tower
1,Place du Trocadéro,Plaza,Place du Trocadéro et du 11 Novembre,,48.86295026846909,2.287205457687378,"[{'label': 'display', 'lat': 48.86295026846909, 'lng': 2.287205457687378}]",746,75016,FR,Paris,Île-de-France,France,"['Place du Trocadéro et du 11 Novembre', '75016 Paris', 'France']",,4bb381b7eb3e9521d738cb0a,Eiffel Tower
2,Sommet de la Tour Eiffel,Scenic Lookout,5 avenue Anatole France,,48.85833092066099,2.2945008587019395,"[{'label': 'display', 'lat': 48.85833092066099, 'lng': 2.2945008587019395}]",7,75007,FR,Paris,Île-de-France,France,"['5 avenue Anatole France', '75007 Paris', 'France']",,58c41f2b0e0a1e57d8dc841c,Eiffel Tower
3,Palais de Tokyo,Art Museum,13 avenue du Président Wilson,,48.864206594101105,2.2967004776000977,"[{'label': 'display', 'lat': 48.864206594101105, 'lng': 2.2967004776000977}]",681,75016,FR,Paris,Île-de-France,France,"['13 avenue du Président Wilson', '75016 Paris', 'France']",Chaillot,4adcda10f964a5208d3521e3,Eiffel Tower
4,Shangri-La Hotel Paris,Hotel,10 avenue d'Iéna,,48.86376194312927,2.293444275856018,"[{'label': 'display', 'lat': 48.86376194312927, 'lng': 2.293444275856018}]",617,75116,FR,Paris,Île-de-France,France,"[""10 avenue d'Iéna"", '75116 Paris', 'France']",,4bd36c0eb221c9b66fbdd9d0,Eiffel Tower
5,Jardins du Trocadéro,Garden,Avenue des Nations Unies,,48.86121394630214,2.289919853210449,"[{'label': 'display', 'lat': 48.86121394630214, 'lng': 2.289919853210449}]",469,75016,FR,Paris,Île-de-France,France,"['Avenue des Nations Unies', '75016 Paris', 'France']",,4adcda09f964a520063421e3,Eiffel Tower
6,Hôtel Plaza Athénée,Hotel,25 avenue Montaigne,Rue Clément Marot,48.86623539871467,2.304373677060653,"[{'label': 'display', 'lat': 48.86623539871467, 'lng': 2.304373677060653}]",1145,75008,FR,Paris,Île-de-France,France,"['25 avenue Montaigne (Rue Clément Marot)', '75008 Paris', 'France']",,4b817458f964a52024a730e3,Eiffel Tower
7,La Girafe,Restaurant,"Palais de Chaillot 1, Place du Trocadéro",,48.862179807057025,2.2888498289765167,"[{'label': 'display', 'lat': 48.862179807057025, 'lng': 2.2888498289765167}]",601,75016,FR,Paris,Île-de-France,France,"['Palais de Chaillot 1, Place du Trocadéro', '75016 Paris', 'France']",,5b61826df193c0002cfec9d5,Eiffel Tower
8,Hôtel Four Seasons George V,Hotel,31 avenue George V,,48.868849,2.300683,"[{'label': 'display', 'lat': 48.868849, 'lng': 2.300683}]",1262,75008,FR,Paris,Île-de-France,France,"['31 avenue George V', '75008 Paris', 'France']",,4adcda00f964a520ba3021e3,Eiffel Tower
9,Cité de l'Architecture et du Patrimoine,Museum,Palais de Chaillot,,48.862703234437916,2.28865385055542,"[{'label': 'display', 'lat': 48.862703234437916, 'lng': 2.28865385055542}]",654,75016,FR,Paris,Île-de-France,France,"['Palais de Chaillot', '75016 Paris', 'France']",Muette,4adcda10f964a520bb3521e3,Eiffel Tower
10,Parc du Champ de Mars (Jardin du Champ-de-Mars),Garden,Jardin du Champ-de-Mars,,48.855566953673204,2.298760414123535,"[{'label': 'display', 'lat': 48.855566953673204, 'lng': 2.298760414123535}]",432,75007,FR,Paris,Île-de-France,France,"['Jardin du Champ-de-Mars', '75007 Paris', 'France']",,4b0d54cbf964a520764623e3,Eiffel Tower
11,L'Ami Jean,French Restaurant,27 rue Malar,,48.860296563890564,2.305888511863262,"[{'label': 'display', 'lat': 48.860296563890564, 'lng': 2.305888511863262}]",864,75007,FR,Paris,Île-de-France,France,"['27 rue Malar', '75007 Paris', 'France']",,4adcda13f964a520ad3621e3,Eiffel Tower
12,The Peninsula Paris,Hotel,19 avenue Kléber,,48.87065006073456,2.293524742126465,"[{'label': 'display', 'lat': 48.87065006073456, 'lng': 2.293524742126465}]",1381,75116,FR,Paris,Île-de-France,France,"['19 avenue Kléber', '75116 Paris', 'France']",,4df4832f14954f21cf31ff92,Eiffel Tower
13,L'Oiseau Blanc,French Restaurant,19 avenue Kléber,,48.8704542282736,2.293594479560852,"[{'label': 'display', 'lat': 48.8704542282736, 'lng': 2.293594479560852}]",1359,75116,FR,Paris,Île-de-France,France,"['19 avenue Kléber', '75116 Paris', 'France']",Chaillot,53f72f4f498e240441adcfc5,Eiffel Tower
14,Monsieur Bleu,French Restaurant,20 avenue de New York,,48.8635741834836,2.2969249928711486,"[{'label': 'display', 'lat': 48.8635741834836, 'lng': 2.2969249928711486}]",617,75016,FR,Paris,Île-de-France,France,"['20 avenue de New York', '75016 Paris', 'France']",,51580302e4b0bca312253d27,Eiffel Tower
15,Le Cinq,French Restaurant,31 avenue George V,,48.868798433029255,2.300564761718998,"[{'label': 'display', 'lat': 48.868798433029255, 'lng': 2.300564761718998}]",1254,75008,FR,Paris,Île-de-France,France,"['31 avenue George V', '75008 Paris', 'France']",,4adcda13f964a520d33621e3,Eiffel Tower
16,Place des Invalides,Plaza,Place des Invalides,,48.85863052623177,2.3129439353942867,"[{'label': 'display', 'lat': 48.85863052623177, 'lng': 2.3129439353942867}]",1351,75007,FR,Paris,Île-de-France,France,"['Place des Invalides', '75007 Paris', 'France']",,50c5c94690e732743b022d32,Eiffel Tower
17,Christian Dior,Tailor Shop,34 Avenue Montaigne,,48.866974558476585,2.3068569498080738,"[{'label': 'display', 'lat': 48.866974558476585, 'lng': 2.3068569498080738}]",1326,75008,FR,Paris,Île-de-France,France,"['34 Avenue Montaigne', '75008 Paris', 'France']",,4adcda1ff964a5205b3921e3,Eiffel Tower
18,Jardin du Musée Rodin,Garden,79 rue de Varenne,Musée Rodin,48.85583847334092,2.3158099297222425,"[{'label': 'display', 'lat': 48.85583847334092, 'lng': 2.3158099297222425}]",1583,75014,FR,Paris,Île-de-France,France,"['79 rue de Varenne (Musée Rodin)', '75014 Paris', 'France']",,4dc790c01fc72e86376fc69c,Eiffel Tower
19,Hôtel Prince de Galles,Hotel,33 avenue George V,,48.869143,2.3006579,"[{'label': 'display', 'lat': 48.869143, 'lng': 2.3006579}]",1292,75008,FR,Paris,Île-de-France,France,"['33 avenue George V', '75008 Paris', 'France']",,4b730be2f964a520f4972de3,Eiffel Tower
20,Dior Institut au Plaza Athénée,Spa,25 avenue Montaigne,,48.866165368503935,2.304220629465135,"[{'label': 'display', 'lat': 48.866165368503935, 'lng': 2.304220629465135}]",1131,75008,FR,Paris,Île-de-France,France,"['25 avenue Montaigne', '75008 Paris', 'France']",,4c76308c604a3704ebb78449,Eiffel Tower
21,Louis Vuitton,Boutique,22 avenue Montaigne,,48.86626935918871,2.3054136259725055,"[{'label': 'display', 'lat': 48.86626935918871, 'lng': 2.3054136259725055}]",1197,75008,FR,Paris,Île-de-France,France,"['22 avenue Montaigne', '75008 Paris', 'France']",,4c24ced0f1272d7f189d83c5,Eiffel Tower
22,Grand Palais,Historic Site,3 avenue du Général Eisenhower,Avenue Winston Churchill,48.86611219637595,2.3126220703125,"[{'label': 'display', 'lat': 48.86611219637595, 'lng': 2.3126220703125}]",1589,75008,FR,Paris,Île-de-France,France,"['3 avenue du Général Eisenhower (Avenue Winston Churchill)', '75008 Paris', 'France']",,4c25f508a852c9281ab1e56c,Eiffel Tower
23,CHANEL,Boutique,42 Avenue Montaigne,,48.867341876477525,2.3075029300593997,"[{'label': 'display', 'lat': 48.867341876477525, 'lng': 2.3075029300593997}]",1388,75008,FR,Paris,Île-de-France,France,"['42 Avenue Montaigne', '75008 Paris', 'France']",,4ba22c2cf964a52033e137e3,Eiffel Tower
24,Hôtel Barrière Le Fouquet's,Hotel,46 avenue George V,,48.87107877236529,2.301236093044281,"[{'label': 'display', 'lat': 48.87107877236529, 'lng': 2.301236093044281}]",1509,75008,FR,Paris,Île-de-France,France,"['46 avenue George V', '75008 Paris', 'France']",,4b8be0ccf964a52018b032e3,Eiffel Tower
25,Guerlain,Cosmetics Shop,68 avenue des Champs-Élysées,,48.87097594,2.30514516,"[{'label': 'display', 'lat': 48.87097594, 'lng': 2.30514516}]",1615,75008,FR,Paris,Île-de-France,France,"['68 avenue des Champs-Élysées', '75008 Paris', 'France']",,4adcda1ef964a520423921e3,Eiffel Tower
26,Hôtel National des Invalides – Musée de l'Armée (Hôtel National des Invalides),Historic Site,Esplanade des Invalides,,48.856816405674856,2.3127615451812744,"[{'label': 'display', 'lat': 48.856816405674856, 'lng': 2.3127615451812744}]",1347,75007,FR,Paris,Île-de-France,France,"['Esplanade des Invalides', '75007 Paris', 'France']",,4adcda09f964a520fd3321e3,Eiffel Tower
27,Berges de Seine – Rive gauche,Pedestrian Plaza,Quais de Seine,Entre la Tour Eiffel et le Pont des Arts,48.8630533475824,2.3135475165272785,"[{'label': 'display', 'lat': 48.8630533475824, 'lng': 2.3135475165272785}]",1493,,FR,Paris,Île-de-France,France,"['Quais de Seine (Entre la Tour Eiffel et le Pont des Arts)', 'Paris', 'France']",,4cc12b69873c236abc55b723,Eiffel Tower
28,Hôtel de Crillon,Hotel,10 place de la Concorde,,48.867329626506944,2.321140766143799,"[{'label': 'display', 'lat': 48.867329626506944, 'lng': 2.321140766143799}]",2196,75008,FR,Paris,Île-de-France,France,"['10 place de la Concorde', '75008 Paris', 'France']",,539788f1498e4e052ed81c7b,Eiffel Tower
29,Musée Rodin,Art Museum,79 rue de Varenne,Boulevard des Invalides,48.85538341572399,2.3158621788024902,"[{'label': 'display', 'lat': 48.85538341572399, 'lng': 2.3158621788024902}]",1597,75007,FR,Paris,Île-de-France,France,"['79 rue de Varenne (Boulevard des Invalides)', '75007 Paris', 'France']",,4adcda10f964a520b13521e3,Eiffel Tower
30,Le Bristol,Hotel,112 rue du Faubourg Saint-Honoré,,48.871804266610006,2.314902422735974,"[{'label': 'display', 'lat': 48.871804266610006, 'lng': 2.314902422735974}]",2122,75008,FR,Paris,Île-de-France,France,"['112 rue du Faubourg Saint-Honoré', '75008 Paris', 'France']",,4adcda00f964a520e13021e3,Eiffel Tower
31,Hôtel Le Royal Monceau Raffles,Hotel,37 Avenue Hoche,,48.87574467646414,2.300355060747923,"[{'label': 'display', 'lat': 48.87574467646414, 'lng': 2.300355060747923}]",1993,75008,FR,Paris,Île-de-France,France,"['37 Avenue Hoche', '75008 Paris', 'France']",,4ca46f77b0ff8cfa746fbf5e,Eiffel Tower
32,La Cantina Chic,Italian Restaurant,14 rue de l'Étoile,,48.877338784282294,2.2954969783446963,"[{'label': 'display', 'lat': 48.877338784282294, 'lng': 2.2954969783446963}]",2125,75017,FR,Paris,Île-de-France,France,"[""14 rue de l'Étoile"", '75017 Paris', 'France']",,5127d6aee4b0e1bb8f8a9f42,Eiffel Tower
33,Coya,Peruvian Restaurant,83-85 rue du Bac,,48.85423204166965,2.3246128857135773,"[{'label': 'display', 'lat': 48.85423204166965, 'lng': 2.3246128857135773}]",2250,75007,FR,Paris,Île-de-France,France,"['83-85 rue du Bac', '75007 Paris', 'France']",,5d6ae3b0ca1763000823441b,Eiffel Tower
34,Musée d'Orsay,Art Museum,1 rue de la Légion d'Honneur,Quai Anatole France,48.85999283813253,2.3263871669769287,"[{'label': 'display', 'lat': 48.85999283813253, 'lng': 2.3263871669769287}]",2343,75007,FR,Paris,Île-de-France,France,"[""1 rue de la Légion d'Honneur (Quai Anatole France)"", '75007 Paris', 'France']",,4adcda10f964a5208b3521e3,Eiffel Tower
35,Cartier,Jewelry Store,154 avenue des Champs Elysées,,48.8734797,2.2974633,"[{'label': 'display', 'lat': 48.8734797, 'lng': 2.2974633}]",1708,75008,FR,Paris,Île-de-France,France,"['154 avenue des Champs Elysées', '75008 Paris', 'France']",,4bd816a009ecb7135f03487c,Eiffel Tower
36,Jardin des Tuileries,Garden,Rue de Rivoli,Quai des Tuileries,48.863641957269515,2.326483726501465,"[{'label': 'display', 'lat': 48.863641957269515, 'lng': 2.326483726501465}]",2417,75001,FR,Paris,Île-de-France,France,"['Rue de Rivoli (Quai des Tuileries)', '75001 Paris', 'France']",Tuilerie,4b30f9bbf964a5208ffd24e3,Eiffel Tower
37,Place de la Concorde,Plaza,Place de la Concorde,,48.8655899274154,2.321215867996216,"[{'label': 'display', 'lat': 48.8655899274154, 'lng': 2.321215867996216}]",2119,75008,FR,Paris,Île-de-France,France,"['Place de la Concorde', '75008 Paris', 'France']",,4adcda09f964a520f73321e3,Eiffel Tower
38,La Marée,Seafood Restaurant,1 rue Daru,avenue des Ternes,48.87733613263744,2.300487756729126,"[{'label': 'display', 'lat': 48.87733613263744, 'lng': 2.300487756729126}]",2168,75008,FR,Paris,Île-de-France,France,"['1 rue Daru (avenue des Ternes)', '75008 Paris', 'France']",,4bc83e6b92b376b02707513a,Eiffel Tower
39,Jardins des Champs-Élysées,Garden,Avenue des Champs-Élysées,,48.86785025032083,2.314540838373373,"[{'label': 'display', 'lat': 48.86785025032083, 'lng': 2.314540838373373}]",1814,75008,FR,Paris,Île-de-France,France,"['Avenue des Champs-Élysées', '75008 Paris', 'France']",,4adcda09f964a520fe3321e3,Eiffel Tower
40,Musée de l'Orangerie,Art Museum,Jardin des Tuileries,Place de la Concorde,48.86379017505446,2.322664260864258,"[{'label': 'display', 'lat': 48.86379017505446, 'lng': 2.322664260864258}]",2152,75001,FR,Paris,Île-de-France,France,"['Jardin des Tuileries (Place de la Concorde)', '75001 Paris', 'France']",Tuileries,4adcda10f964a520983521e3,Eiffel Tower
41,Le Bon Marché,Department Store,24 rue de Sèvres,Rue Velpeau,48.851091,2.324381,"[{'label': 'display', 'lat': 48.851091, 'lng': 2.324381}]",2329,75007,FR,Paris,Île-de-France,France,"['24 rue de Sèvres (Rue Velpeau)', '75007 Paris', 'France']",Saint Thomas d'Aquin,4b2e385bf964a52067dd24e3,Eiffel Tower
42,Sormani,Italian Restaurant,4 rue du Général Lanrezac,,48.87589691362336,2.293698672623153,"[{'label': 'display', 'lat': 48.87589691362336, 'lng': 2.293698672623153}]",1964,75017,FR,Paris,Île-de-France,France,"['4 rue du Général Lanrezac', '75017 Paris', 'France']",,4adcda11f964a520343621e3,Eiffel Tower
43,Parc Monceau,Park,35-41 boulevard de Courcelles,Avenue Ferdousi,48.87958041734081,2.3091804903585342,"[{'label': 'display', 'lat': 48.87958041734081, 'lng': 2.3091804903585342}]",2605,75008,FR,Paris,Île-de-France,France,"['35-41 boulevard de Courcelles (Avenue Ferdousi)', '75008 Paris', 'France']",,4adcda09f964a5200d3421e3,Eiffel Tower
44,La Grande Épicerie de Paris,Gourmet Shop,38 rue de Sèvres,,48.85028720733153,2.3240691222224763,"[{'label': 'display', 'lat': 48.85028720733153, 'lng': 2.3240691222224763}]",2340,75007,FR,Paris,Île-de-France,France,"['38 rue de Sèvres', '75007 Paris', 'France']",,4adcda21f964a520fc3921e3,Eiffel Tower
45,Mori Yoshida,Pastry Shop,65 avenue de Breteuil,,48.84797603907342,2.312234491109848,"[{'label': 'display', 'lat': 48.84797603907342, 'lng': 2.312234491109848}]",1731,75007,FR,Paris,Île-de-France,France,"['65 avenue de Breteuil', '75007 Paris', 'France']",,51602778e4b01c5e825f4878,Eiffel Tower
46,Matsuhisa Paris,Japanese Restaurant,35-37 avenue Hoche,Hôtel Le Royal Monceau,48.87553448739521,2.3006366193294525,"[{'label': 'display', 'lat': 48.87553448739521, 'lng': 2.3006366193294525}]",1974,75008,FR,Paris,Île-de-France,France,"['35-37 avenue Hoche (Hôtel Le Royal Monceau)', '75008 Paris', 'France']",,50abd239e4b0869279d6a3af,Eiffel Tower
47,Musée Marmottan Monet,Art Museum,2 rue Louis Boilly,Avenue Raphael,48.859152437679086,2.267524203751436,,1978,75016,FR,Paris,Île-de-France,France,"['2 rue Louis Boilly (Avenue Raphael)', '75016 Paris', 'France']",,4adcda10f964a5209a3521e3,Eiffel Tower
48,Sofitel Paris Arc de Triomphe,Hotel,14 Rue Beaujon,,48.8750421406568,2.301292924713607,"[{'label': 'display', 'lat': 48.8750421406568, 'lng': 2.301292924713607}]",1933,75008,FR,Paris,Île-de-France,France,"['14 Rue Beaujon', '75008 Paris', 'France']",Champs,4b1fde88f964a520012a24e3,Eiffel Tower
49,Hôtel Ritz,Hotel,15 place Vendôme,,48.86810594329886,2.3288923501968384,"[{'label': 'display', 'lat': 48.86810594329886, 'lng': 2.3288923501968384}]",2746,75001,FR,Paris,Île-de-France,France,"['15 place Vendôme', '75001 Paris', 'France']",,53b65301498e8cb57224f80c,Eiffel Tower
50,Musée Jacquemart-André,Art Museum,158 boulevard Haussmann,,48.87543448596967,2.3105406761169434,"[{'label': 'display', 'lat': 48.87543448596967, 'lng': 2.3105406761169434}]",2243,75008,FR,Paris,Île-de-France,France,"['158 boulevard Haussmann', '75008 Paris', 'France']",,4bbddcf1593fef3b31ea0356,Eiffel Tower
51,Hôtel Park Hyatt Paris-Vendôme,Hotel,5 rue de la Paix,,48.86889283393748,2.3303380608558655,"[{'label': 'display', 'lat': 48.86889283393748, 'lng': 2.3303380608558655}]",2879,75002,FR,Paris,Île-de-France,France,"['5 rue de la Paix', '75002 Paris', 'France']",,4adcda03f964a520d83121e3,Eiffel Tower
52,Hôtel Mandarin Oriental,Hotel,251 rue Saint-Honoré,,48.86698662076993,2.327178418636322,"[{'label': 'display', 'lat': 48.86698662076993, 'lng': 2.327178418636322}]",2582,75001,FR,Paris,Île-de-France,France,"['251 rue Saint-Honoré', '75001 Paris', 'France']",,4d61286a1ee8721e010db321,Eiffel Tower
53,Afaria,Basque Restaurant,15 rue Desnouettes,,48.83604881674399,2.291782907861589,"[{'label': 'display', 'lat': 48.83604881674399, 'lng': 2.291782907861589}]",2480,75015,FR,Paris,Île-de-France,France,"['15 rue Desnouettes', '75015 Paris', 'France']",,4bd88a0f11dcc9284ac7f633,Eiffel Tower
54,Place Vendôme,Plaza,Place Vendôme,,48.86779769319868,2.3297411847276526,"[{'label': 'display', 'lat': 48.86779769319868, 'lng': 2.3297411847276526}]",2790,75001,FR,Paris,Île-de-France,France,"['Place Vendôme', '75001 Paris', 'France']",,4adcda09f964a5200e3421e3,Eiffel Tower
55,Librairie du Musée d'Orsay,Bookstore,1 rue de la Légion d'Honneur,,48.86003108965947,2.3261019732284596,"[{'label': 'display', 'lat': 48.86003108965947, 'lng': 2.3261019732284596}]",2322,75007,FR,Paris,Île-de-France,France,"[""1 rue de la Légion d'Honneur"", '75007 Paris', 'France']",,4eee19d802d514a36abd0d87,Eiffel Tower
56,Ralph Lauren,Clothing Store,173 Boulevard Saint Germain,,48.85422390287324,2.330624111027735,"[{'label': 'display', 'lat': 48.85422390287324, 'lng': 2.330624111027735}]",2683,75006,FR,Paris,Île-de-France,France,"['173 Boulevard Saint Germain', '75006 Paris', 'France']",,4bc094f1920eb713a51b192c,Eiffel Tower
57,Place de l'Opéra,Plaza,Place de l'Opéra,,48.87086688393964,2.3321523722815702,"[{'label': 'display', 'lat': 48.87086688393964, 'lng': 2.3321523722815702}]",3093,75009,FR,Paris,Île-de-France,France,"[""Place de l'Opéra"", '75009 Paris', 'France']",,4bc30cc12a89ef3bf670f488,Eiffel Tower
58,Amorino,Ice Cream Shop,Jardin des Tuileries,Place de la Concorde,48.86421536708272,2.324462294850483,"[{'label': 'display', 'lat': 48.86421536708272, 'lng': 2.324462294850483}]",2292,75001,FR,Paris,Île-de-France,France,"['Jardin des Tuileries (Place de la Concorde)', '75001 Paris', 'France']",,4e0dee1b62843e04afa5f37f,Eiffel Tower
59,Librairie Galignani,Bookstore,224 rue de Rivoli,,48.864989,2.32857,"[{'label': 'display', 'lat': 48.864989, 'lng': 2.32857}]",2605,75001,FR,Paris,Île-de-France,France,"['224 rue de Rivoli', '75001 Paris', 'France']",,4b487de3f964a5202d4e26e3,Eiffel Tower
60,CHANEL,Boutique,31 rue Cambon,Rue Des Capucines,48.86818882792764,2.3266343030758208,"[{'label': 'display', 'lat': 48.86818882792764, 'lng': 2.3266343030758208}]",2599,75001,FR,Paris,Île-de-France,France,"['31 rue Cambon (Rue Des Capucines)', '75001 Paris', 'France']",,4adcda1df964a5202a3921e3,Eiffel Tower
61,Opéra Garnier,Opera House,8 rue Scribe,Rue Auber,48.872124954463864,2.331708669662475,"[{'label': 'display', 'lat': 48.872124954463864, 'lng': 2.331708669662475}]",3131,75009,FR,Paris,Île-de-France,France,"['8 rue Scribe (Rue Auber)', '75009 Paris', 'France']",,4b54148df964a520b0b127e3,Eiffel Tower
62,L'Olympia,Concert Hall,28 boulevard des Capucines,,48.870212,2.328331,"[{'label': 'display', 'lat': 48.870212, 'lng': 2.328331}]",2812,75009,FR,Paris,Île-de-France,France,"['28 boulevard des Capucines', '75009 Paris', 'France']",,4adcda15f964a520c53721e3,Eiffel Tower
63,Musée du Louvre,Art Museum,Rue de Rivoli,Place du Carrousel,48.86084691113991,2.336440086364746,"[{'label': 'display', 'lat': 48.86084691113991, 'lng': 2.336440086364746}]",3085,75001,FR,Paris,Île-de-France,France,"['Rue de Rivoli (Place du Carrousel)', '75001 Paris', 'France']",Le Louvre,4adcda10f964a520af3521e3,Eiffel Tower
64,Vestige de la Forteresse du Louvre,Historic Site,Palais du Louvre,,48.86157701632968,2.3335077597365377,"[{'label': 'display', 'lat': 48.86157701632968, 'lng': 2.3335077597365377}]",2880,75001,FR,Paris,Île-de-France,France,"['Palais du Louvre', '75001 Paris', 'France']",,4f6dabf5003944083fe0002e,Eiffel Tower
