,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,cc,city,state,country,formattedAddress,postalCode,neighborhood,id,point name
91,Sottocasa Pizzeria,Pizza Place,227 Malcolm X Blvd,,40.805550131828895,-73.94743518730202,"[{'label': 'display', 'lat': 40.805550131828895, 'lng': -73.94743518730202}]",4698,US,New York,NY,United States,"['227 Malcolm X Blvd', 'New York, NY 10027', 'United States']",10027,Central Harlem,56e86a57cd1017cb53f3e8f9,Central park zoo new york
92,Barry's Bootcamp,Gym / Fitness Center,419 Lafayette St,,40.7289365661847,-73.99224109396116,"[{'label': 'display', 'lat': 40.7289365661847, 'lng': -73.99224109396116}]",4634,US,New York,NY,United States,"['419 Lafayette St', 'New York, NY 10003', 'United States']",10003,,54393961498e8986492d5b67,Central park zoo new york
93,Dulce de Leche,Bakery,65 Bergenline Ave,btwn 65th St & 66th St,40.793358,-74.01276,"[{'label': 'display', 'lat': 40.793358, 'lng': -74.01276}, {'label': 'entrance', 'lat': 40.793379, 'lng': -74.012773}]",4485,US,West New York,NJ,United States,"['65 Bergenline Ave (btwn 65th St & 66th St)', 'West New York, NJ 07093', 'United States']",07093,,4c9e7ff7542b224b73d8f49f,Central park zoo new york
94,té (Té Company),Tea Room,163 W 10th St,btwn 7th Ave S & Waverly Pl,40.734537261775436,-74.00182753801346,"[{'label': 'display', 'lat': 40.734537261775436, 'lng': -74.00182753801346}, {'label': 'entrance', 'lat': 40.734479, 'lng': -74.001886}]",4465,US,New York,NY,United States,"['163 W 10th St (btwn 7th Ave S & Waverly Pl)', 'New York, NY 10014', 'United States']",10014,,56292858498e5a271a288948,Central park zoo new york
95,The Public Theater,Theater,425 Lafayette St,btwn Astor Pl & E 4th St,40.72916880904384,-73.99207037967628,"[{'label': 'display', 'lat': 40.72916880904384, 'lng': -73.99207037967628}]",4605,US,New York,NY,United States,"['425 Lafayette St (btwn Astor Pl & E 4th St)', 'New York, NY 10003', 'United States']",10003,,4a07986bf964a52087731fe3,Central park zoo new york
96,Astor Wines & Spirits,Wine Shop,399 Lafayette St,at E 4th St,40.727984051970246,-73.99304720778368,"[{'label': 'display', 'lat': 40.727984051970246, 'lng': -73.99304720778368}]",4758,US,New York,NY,United States,"['399 Lafayette St (at E 4th St)', 'New York, NY 10003', 'United States']",10003,,49f37c28f964a520a36a1fe3,Central park zoo new york
97,Hudson River Park,Park,West St,btwn Battery Pl & W 59th St,40.735423194032656,-74.0101672581913,,4824,US,New York,NY,United States,"['West St (btwn Battery Pl & W 59th St)', 'New York, NY 10011', 'United States']",10011,,4b240a1ff964a520b25f24e3,Central park zoo new york
98,L'Artusi,Italian Restaurant,228 W 10th St,btwn Bleecker & Hudson St,40.733887817554255,-74.00511448337453,"[{'label': 'display', 'lat': 40.733887817554255, 'lng': -74.00511448337453}, {'label': 'entrance', 'lat': 40.733857, 'lng': -74.005156}]",4685,US,New York,NY,United States,"['228 W 10th St (btwn Bleecker & Hudson St)', 'New York, NY 10014', 'United States']",10014,,4a27289cf964a52062911fe3,Central park zoo new york
99,Murray's Cheese,Cheese Shop,254 Bleecker St,at Cornelia St,40.73100494148146,-74.00291557226433,"[{'label': 'display', 'lat': 40.73100494148146, 'lng': -74.00291557226433}]",4843,US,New York,NY,United States,"['254 Bleecker St (at Cornelia St)', 'New York, NY 10014', 'United States']",10014,,3fd66200f964a5203ee71ee3,Central park zoo new york
0,Conservatory Garden,Garden,1231 5th Ave,at 105th St,40.79386107302837,-73.952397108078,"[{'label': 'display', 'lat': 40.79386107302837, 'lng': -73.952397108078}]",157,US,New York,NY,United States,"['1231 5th Ave (at 105th St)', 'New York, NY 10029', 'United States']",10029,,4a9ad8d2f964a520213320e3,Museum of the City of New York
1,East Meadow,Field,Central Park,5th Ave btwn 98th & 101st St,40.79015961797437,-73.95549774169922,"[{'label': 'display', 'lat': 40.79015961797437, 'lng': -73.95549774169922}]",406,US,New York,NY,United States,"['Central Park (5th Ave btwn 98th & 101st St)', 'New York, NY 10029', 'United States']",10029,Central Park,4ba233dbf964a5206fe337e3,Museum of the City of New York
2,Kitchen Arts & Letters,Bookstore,1435 Lexington Ave,at E 93rd St,40.784225883561795,-73.95213507194228,"[{'label': 'display', 'lat': 40.784225883561795, 'lng': -73.95213507194228}, {'label': 'entrance', 'lat': 40.784273, 'lng': -73.951943}]",923,US,New York,NY,United States,"['1435 Lexington Ave (at E 93rd St)', 'New York, NY 10128', 'United States']",10128,,4aeca8edf964a52002ca21e3,Museum of the City of New York
3,Equinox East 92nd Street,Gym,203 East 92nd Street,3rd Ave,40.7825,-73.95058,"[{'label': 'display', 'lat': 40.7825, 'lng': -73.95058}]",1119,US,New York,NY,United States,"['203 East 92nd Street (3rd Ave)', 'New York, NY 10128', 'United States']",10128,,574dc71c498ef19a1c178913,Museum of the City of New York
4,Jacqueline Kennedy Onassis Reservoir,Reservoir,Central Park,btwn 85th & 96th St,40.784546812155064,-73.96436989470621,,1381,US,New York,NY,United States,"['Central Park (btwn 85th & 96th St)', 'New York, NY 10024', 'United States']",10024,Central Park,4a229fa8f964a520797d1fe3,Museum of the City of New York
5,Sottocasa Pizzeria,Pizza Place,227 Malcolm X Blvd,,40.805550131828895,-73.94743518730202,"[{'label': 'display', 'lat': 40.805550131828895, 'lng': -73.94743518730202}]",1497,US,New York,NY,United States,"['227 Malcolm X Blvd', 'New York, NY 10027', 'United States']",10027,Central Harlem,56e86a57cd1017cb53f3e8f9,Museum of the City of New York
6,Central Park,Park,59th St to 110th St,5th Ave to Central Park West,40.78307608904521,-73.96549701690674,"[{'label': 'display', 'lat': 40.78307608904521, 'lng': -73.96549701690674}]",1560,US,New York,NY,United States,"['59th St to 110th St (5th Ave to Central Park West)', 'New York, NY 10028', 'United States']",10028,,412d2800f964a520df0c1fe3,Museum of the City of New York
7,Levain Bakery,Bakery,2167 Frederick Douglass Blvd,117th St,40.80489688300106,-73.9550975367771,"[{'label': 'display', 'lat': 40.80489688300106, 'lng': -73.9550975367771}, {'label': 'entrance', 'lat': 40.804945, 'lng': -73.9552}]",1405,US,New York,NY,United States,"['2167 Frederick Douglass Blvd (117th St)', 'New York, NY 10026', 'United States']",10026,,4d4f05ec9a2a6ea8dd5a286f,Museum of the City of New York
8,The Metropolitan Museum of Art (Metropolitan Museum of Art),Art Museum,1000 5th Ave,btwn E 80th & E 84th St,40.77972902126812,-73.96341562271118,"[{'label': 'display', 'lat': 40.77972902126812, 'lng': -73.96341562271118}]",1727,US,New York,NY,United States,"['1000 5th Ave (btwn E 80th & E 84th St)', 'New York, NY 10028', 'United States']",10028,,427c0500f964a52097211fe3,Museum of the City of New York
9,Levain Bakery,Bakery,1484 3rd Ave,,40.777354,-73.955284,"[{'label': 'display', 'lat': 40.777354, 'lng': -73.955284}, {'label': 'entrance', 'lat': 40.777377, 'lng': -73.955245}]",1713,US,New York,NY,United States,"['1484 3rd Ave', 'New York, NY 10028', 'United States']",10028,,5d2ccef540f3b0002ffe517d,Museum of the City of New York
10,Temple of Dendur,Exhibit,1000 5th Ave,at 83rd St.,40.780411446833284,-73.96267533302307,"[{'label': 'display', 'lat': 40.780411446833284, 'lng': -73.96267533302307}]",1629,US,New York,NY,United States,"['1000 5th Ave (at 83rd St.)', 'New York, NY 10028', 'United States']",10028,,4c8bd941ed3ab60c65216221,Museum of the City of New York
11,Yoga To The People,Yoga Studio,2710 Broadway Fl 3,btwn W 104th St & W 103rd St,40.79958793827724,-73.96819700736744,"[{'label': 'display', 'lat': 40.79958793827724, 'lng': -73.96819700736744}]",1589,US,New York,NY,United States,"['2710 Broadway Fl 3 (btwn W 104th St & W 103rd St)', 'New York, NY 10025', 'United States']",10025,,54f39f29498ec36f934f3381,Museum of the City of New York
12,Schaller & Weber,Butcher,1654 2nd Ave,86th St.,40.77768033358095,-73.95192930892712,"[{'label': 'display', 'lat': 40.77768033358095, 'lng': -73.95192930892712}, {'label': 'entrance', 'lat': 40.777601, 'lng': -73.951733}]",1651,US,New York,NY,United States,"['1654 2nd Ave (86th St.)', 'New York, NY 10028', 'United States']",10028,,4b2fbd84f964a520dfee24e3,Museum of the City of New York
13,Metropolitan Museum Steps,Plaza,1000 5th Ave,at 82nd St,40.77906283716806,-73.96251440048218,"[{'label': 'display', 'lat': 40.77906283716806, 'lng': -73.96251440048218}]",1748,US,New York,NY,United States,"['1000 5th Ave (at 82nd St)', 'New York, NY 10028', 'United States']",10028,,4c30f3c166e40f477d4fc48b,Museum of the City of New York
14,City Swiggers,Beer Store,320 E 86th St,btw. 1st Ave. & 2nd Ave.,40.777514591474876,-73.95082007552988,"[{'label': 'display', 'lat': 40.777514591474876, 'lng': -73.95082007552988}, {'label': 'entrance', 'lat': 40.777382, 'lng': -73.950951}]",1672,US,New York,NY,United States,"['320 E 86th St (btw. 1st Ave. & 2nd Ave.)', 'New York, NY 10028', 'United States']",10028,,4e95c2f5108168120ad2f07e,Museum of the City of New York
15,SoulCycle East 83rd,Cycle Studio,1470 3rd Ave,at E 83rd St,40.77699051498346,-73.95532907885685,"[{'label': 'display', 'lat': 40.77699051498346, 'lng': -73.95532907885685}]",1753,US,New York,NY,United States,"['1470 3rd Ave (at E 83rd St)', 'New York, NY 10028', 'United States']",10028,,4be1910358102d7faed64156,Museum of the City of New York
16,PlantShed,Flower Shop,555 Columbus Ave,at W 87th St,40.78699161930172,-73.97156685590744,"[{'label': 'display', 'lat': 40.78699161930172, 'lng': -73.97156685590744}]",1775,US,New York,NY,United States,"['555 Columbus Ave (at W 87th St)', 'New York, NY 10024', 'United States']",10024,,5abfa9de01235845ec89c1f4,Museum of the City of New York
17,Carl Schurz Park,Park,599 E 86th St,at East End Ave,40.77511823969361,-73.94376326618595,"[{'label': 'display', 'lat': 40.77511823969361, 'lng': -73.94376326618595}]",2052,US,New York,NY,United States,"['599 E 86th St (at East End Ave)', 'New York, NY 10028', 'United States']",10028,,49ee4a7df964a52047681fe3,Museum of the City of New York
18,Delacorte Theater,Theater,Central Park,at 79th St,40.78026521337381,-73.96878004074097,"[{'label': 'display', 'lat': 40.78026521337381, 'lng': -73.96878004074097}]",1976,US,New York,NY,United States,"['Central Park (at 79th St)', 'New York, NY 10028', 'United States']",10028,Central Park,4a314b58f964a520ae991fe3,Museum of the City of New York
19,Riverside Park,Park,Riverside Dr,btwn W 59th St & St. Clair Pl,40.806809433439135,-73.96865129470825,,2132,US,New York,NY,United States,"['Riverside Dr (btwn W 59th St & St. Clair Pl)', 'New York, NY 10025', 'United States']",10025,,4a06ff94f964a52017731fe3,Museum of the City of New York
20,West 105th Street Dog Run - Riverside Park,Dog Run,105th St.,@ Riverside Dr.,40.80248358610179,-73.97144265286585,"[{'label': 'display', 'lat': 40.80248358610179, 'lng': -73.97144265286585}]",1992,US,New York,NY,United States,"['105th St. (@ Riverside Dr.)', 'New York, NY', 'United States']",,Upper West Side,4bc0fad074a9a5936018d1f6,Museum of the City of New York
21,Central Park Loop,Track,Central Park,btwn 85th & 96th St,40.77758420956305,-73.96678447723389,"[{'label': 'display', 'lat': 40.77758420956305, 'lng': -73.96678447723389}]",2087,US,New York,NY,United States,"['Central Park (btwn 85th & 96th St)', 'New York, NY 10023', 'United States']",10023,,4b76ed15f964a520366b2ee3,Museum of the City of New York
22,Bethesda Fountain,Fountain,Terrace Dr,Central Park,40.77429373881737,-73.9708399772644,"[{'label': 'display', 'lat': 40.77429373881737, 'lng': -73.9708399772644}]",2586,US,New York,NY,United States,"['Terrace Dr (Central Park)', 'New York, NY 10021', 'United States']",10021,,4a6b8bf4f964a52018cf1fe3,Museum of the City of New York
23,Levain Bakery,Bakery,351 Amsterdam Ave,at W 77th St,40.781513,-73.97926,"[{'label': 'display', 'lat': 40.781513, 'lng': -73.97926}]",2617,US,New York,NY,United States,"['351 Amsterdam Ave (at W 77th St)', 'New York, NY 10024', 'United States']",10024,Upper West Side,59541640a22db738071fa21f,Museum of the City of New York
24,Bethesda Terrace,Plaza,Terrace Dr,at Central Park,40.77385431547793,-73.97098155596522,"[{'label': 'display', 'lat': 40.77385431547793, 'lng': -73.97098155596522}]",2631,US,New York,NY,United States,"['Terrace Dr (at Central Park)', 'New York, NY 10021', 'United States']",10021,,4be709372468c9281aff0143,Museum of the City of New York
25,Riverside Park Promenade,Waterfront,Riverside Dr,at W 83rd St,40.788761710401126,-73.98291397770349,"[{'label': 'display', 'lat': 40.788761710401126, 'lng': -73.98291397770349}]",2654,US,New York,NY,United States,"['Riverside Dr (at W 83rd St)', 'New York, NY', 'United States']",,,4e653fd745ddda352ac83d80,Museum of the City of New York
26,Astoria Park,Park,at Shore & Ditmars Blvd,19th St,40.77731479754369,-73.92379168498111,"[{'label': 'display', 'lat': 40.77731479754369, 'lng': -73.92379168498111}]",2905,US,Astoria,NY,United States,"['at Shore & Ditmars Blvd (19th St)', 'Astoria, NY 11106', 'United States']",11106,,43222200f964a5209a271fe3,Museum of the City of New York
27,Beacon Theatre,Concert Hall,2124 Broadway,at W 74th St,40.78055425266116,-73.98043206426468,"[{'label': 'display', 'lat': 40.78055425266116, 'lng': -73.98043206426468}]",2755,US,New York,NY,United States,"['2124 Broadway (at W 74th St)', 'New York, NY 10023', 'United States']",10023,,3fd66200f964a52020e81ee3,Museum of the City of New York
28,Central Park - Wien Walk,Park,5th Ave. and E 61st St.,,40.766565760111106,-73.97225350141525,"[{'label': 'display', 'lat': 40.766565760111106, 'lng': -73.97225350141525}]",3363,US,New York,NY,United States,"['5th Ave. and E 61st St.', 'New York, NY', 'United States']",,,4def7f02fa76c1ceac932900,Museum of the City of New York
29,Barry's Bootcamp,Gym / Fitness Center,1216 2nd Ave,East 64th Street,40.763501,-73.962023,"[{'label': 'display', 'lat': 40.763501, 'lng': -73.962023}, {'label': 'entrance', 'lat': 40.76354, 'lng': -73.961997}]",3342,US,New York,NY,United States,"['1216 2nd Ave (East 64th Street)', 'New York, NY 10065', 'United States']",10065,,521c185b11d26fe322a0b139,Museum of the City of New York
30,Equinox East 63rd Street,Gym,817 Lexington Avenue,at E 63rd St,40.7644886843313,-73.96651148383634,"[{'label': 'display', 'lat': 40.7644886843313, 'lng': -73.96651148383634}]",3357,US,New York,NY,United States,"['817 Lexington Avenue (at E 63rd St)', 'New York, NY 10065', 'United States']",10065,,4a68fb35f964a52064cb1fe3,Museum of the City of New York
31,Lincoln Center for the Performing Arts,Performing Arts Venue,70 Lincoln Center Plz,btwn Columbus & 10th Ave,40.772282300238174,-73.98294841259204,,3458,US,New York,NY,United States,"['70 Lincoln Center Plz (btwn Columbus & 10th Ave)', 'New York, NY 10023', 'United States']",10023,,3fd66200f964a52023e81ee3,Museum of the City of New York
32,Riverside Park South,Park,Riverside Blvd,65th & 72nd Sts,40.77832352747964,-73.98911118507385,"[{'label': 'display', 'lat': 40.77832352747964, 'lng': -73.98911118507385}]",3518,US,New York,NY,United States,"['Riverside Blvd (65th & 72nd Sts)', 'New York, NY 10069', 'United States']",10069,,4adf50e7f964a520627921e3,Museum of the City of New York
33,The Metropolitan Opera (Metropolitan Opera),Opera House,70 Lincoln Center Plz,at Columbus Ave,40.77274188001071,-73.9844012260437,"[{'label': 'display', 'lat': 40.77274188001071, 'lng': -73.9844012260437}]",3520,US,New York,NY,United States,"['70 Lincoln Center Plz (at Columbus Ave)', 'New York, NY 10023', 'United States']",10023,,48e480eef964a52022521fe3,Museum of the City of New York
34,David H. Koch Theater,Theater,Lincoln Center Plaza,at W 63rd St & Columbus Ave,40.772292228782284,-73.9832624208871,"[{'label': 'display', 'lat': 40.772292228782284, 'lng': -73.9832624208871}]",3478,US,New York,NY,United States,"['Lincoln Center Plaza (at W 63rd St & Columbus Ave)', 'New York, NY 10023', 'United States']",10023,,49ff4eecf964a52005701fe3,Museum of the City of New York
35,Jim's Shoe Repair,Shoe Store,50 E 59th St,Madison/Park,40.7634125732713,-73.97110633512361,"[{'label': 'display', 'lat': 40.7634125732713, 'lng': -73.97110633512361}]",3625,US,New York,NY,United States,"['50 E 59th St (Madison/Park)', 'New York, NY 10022', 'United States']",10022,,4aae5732f964a520df6120e3,Museum of the City of New York
36,Saint Laurent,Boutique,3 E 57th St,btwn 5th Ave and 6th Ave,40.76297783182334,-73.97323146073056,"[{'label': 'entrance', 'lat': 40.762842, 'lng': -73.973356}, {'label': 'display', 'lat': 40.76297783182334, 'lng': -73.97323146073056}]",3751,US,New York,NY,United States,"['3 E 57th St (btwn 5th Ave and 6th Ave)', 'New York, NY 10022', 'United States']",10022,,4b20181bf964a5201e2d24e3,Museum of the City of New York
37,NYRR RUNCenter,Community Center,320 W 57th St,Between 8th & 9th Avenue,40.767079052150685,-73.98392642532963,"[{'label': 'display', 'lat': 40.767079052150685, 'lng': -73.98392642532963}]",3917,US,New York,NY,United States,"['320 W 57th St (Between 8th & 9th Avenue)', 'New York, NY 10019', 'United States']",10019,,5717dac7498e22ad270b634a,Museum of the City of New York
38,Bumble & Bumble,Salon / Barbershop,146 E 56th St,at Lexington Ave,40.759833,-73.969096,"[{'label': 'entrance', 'lat': 40.759909, 'lng': -73.96904}, {'label': 'display', 'lat': 40.759833, 'lng': -73.969096}]",3919,US,New York,NY,United States,"['146 E 56th St (at Lexington Ave)', 'New York, NY 10022', 'United States']",10022,,4ac0f812f964a520369520e3,Museum of the City of New York
39,"Sal, Kris & Charlie's Deli",Sandwich Place,33-12 23rd Ave,btwn 33rd & 35th St,40.773304024636666,-73.91143439217934,"[{'label': 'display', 'lat': 40.773304024636666, 'lng': -73.91143439217934}]",4019,US,Astoria,NY,United States,"['33-12 23rd Ave (btwn 33rd & 35th St)', 'Astoria, NY 11105', 'United States']",11105,,4aeddba9f964a52096cf21e3,Museum of the City of New York
40,Milkflower,Pizza Place,34-12 31st Ave,btwn 34th & 35th St,40.76303652205835,-73.92070512501088,"[{'label': 'display', 'lat': 40.76303652205835, 'lng': -73.92070512501088}]",4200,US,Astoria,NY,United States,"['34-12 31st Ave (btwn 34th & 35th St)', 'Astoria, NY 11106', 'United States']",11106,"Astoria, Queens, NY",51831cbf498e954462363bd3,Museum of the City of New York
41,Museum of Modern Art (MoMA),Art Museum,11 W 53rd St,btwn 5th & 6th Ave,40.76141150395245,-73.97746170919268,,4082,US,New York,NY,United States,"['11 W 53rd St (btwn 5th & 6th Ave)', 'New York, NY 10019', 'United States']",10019,,4af5a46af964a520b5fa21e3,Museum of the City of New York
42,Ample Hills Creamery,Ice Cream Shop,34-02 30th Ave,34th St,40.765562,-73.919012,"[{'label': 'display', 'lat': 40.765562, 'lng': -73.919012}]",4079,US,Astoria,NY,United States,"['34-02 30th Ave (34th St)', 'Astoria, NY 11103', 'United States']",11103,,5ae115d7c84d18002393461a,Museum of the City of New York
43,St. Patrick's Cathedral,Church,14 E 51st St,at 5th Ave,40.758627238578065,-73.97639751434325,"[{'label': 'display', 'lat': 40.758627238578065, 'lng': -73.97639751434325}]",4304,US,New York,NY,United States,"['14 E 51st St (at 5th Ave)', 'New York, NY 10022', 'United States']",10022,,4a3d4aecf964a52012a21fe3,Museum of the City of New York
44,Equinox West 50th Street,Gym,1633 Broadway,at Paramount Plz,40.761912,-73.984268,"[{'label': 'display', 'lat': 40.761912, 'lng': -73.984268}]",4369,US,New York,NY,United States,"['1633 Broadway (at Paramount Plz)', 'New York, NY 10019', 'United States']",10019,,4a66f31af964a520dcc81fe3,Museum of the City of New York
45,Radio City Music Hall,Concert Hall,1260 Avenue of the Americas,at W 50th St,40.759850056828405,-73.97934397752239,"[{'label': 'display', 'lat': 40.759850056828405, 'lng': -73.97934397752239}]",4314,US,New York,NY,United States,"['1260 Avenue of the Americas (at W 50th St)', 'New York, NY 10020', 'United States']",10020,,4161e400f964a520721d1fe3,Museum of the City of New York
46,Top of the Rock Observation Deck,Scenic Lookout,30 Rockefeller Plz,btwn 5th & 6th Ave,40.759095065214055,-73.97935153748539,"[{'label': 'display', 'lat': 40.759095065214055, 'lng': -73.97935153748539}]",4385,US,New York,NY,United States,"['30 Rockefeller Plz (btwn 5th & 6th Ave)', 'New York, NY 10112', 'United States']",10112,,43a48f1bf964a520502c1fe3,Museum of the City of New York
47,TMPL,Gym,355 W 49th St,8th Avenue,40.762549725908436,-73.98817701719275,"[{'label': 'display', 'lat': 40.762549725908436, 'lng': -73.98817701719275}]",4530,US,New York,NY,United States,"['355 W 49th St (8th Avenue)', 'New York, NY 10019', 'United States']",10019,,566dd692498eadbfb75805ef,Museum of the City of New York
48,Sorriso Italian Pork Store,Butcher,4416 30th Ave,,40.762172151396804,-73.91137852187187,"[{'label': 'display', 'lat': 40.762172151396804, 'lng': -73.91137852187187}]",4798,US,Astoria,NY,United States,"['4416 30th Ave', 'Astoria, NY 11103', 'United States']",11103,,4b5a413ff964a520cfb728e3,Museum of the City of New York
49,Los Tacos No. 1,Taco Place,229 W 43rd St,btwn 7th & 8th Ave,40.757237,-73.987454,"[{'label': 'display', 'lat': 40.757237, 'lng': -73.987454}]",4944,US,New York,NY,United States,"['229 W 43rd St (btwn 7th & 8th Ave)', 'New York, NY 10036', 'United States']",10036,Theater District,59580ce6db1d8148fee3d383,Museum of the City of New York
50,The Cliffs at Long Island City,Climbing Gym,11-11 44th Dr,,40.74862722288911,-73.94889232182862,"[{'label': 'display', 'lat': 40.74862722288911, 'lng': -73.94889232182862}]",4891,US,Long Island City,NY,United States,"['11-11 44th Dr', 'Long Island City, NY 11101', 'United States']",11101,,51571a47e4b03e8de7ec9dbc,Museum of the City of New York
51,Bryant Park,Park,E 42nd St,btwn 5th & 6th Ave,40.75387292806952,-73.9836287498474,"[{'label': 'display', 'lat': 40.75387292806952, 'lng': -73.9836287498474}]",5069,US,New York,NY,United States,"['E 42nd St (btwn 5th & 6th Ave)', 'New York, NY 10018', 'United States']",10018,Midtown,3fd66200f964a520d7f11ee3,Museum of the City of New York
52,Majestic Theatre,Theater,245 W 44th St,btwn 7th & 8th Ave,40.758267590709956,-73.98810677744484,"[{'label': 'display', 'lat': 40.758267590709956, 'lng': -73.98810677744484}, {'label': 'entrance', 'lat': 40.758313, 'lng': -73.988096}]",4888,US,New York,NY,United States,"['245 W 44th St (btwn 7th & 8th Ave)', 'New York, NY 10036', 'United States']",10036,,4b1074dbf964a520d47023e3,Museum of the City of New York
53,Broadway Dance Center,Dance Studio,322 W 45th St,btwn 8th & 9th Ave,40.759489759762815,-73.98956180541293,"[{'label': 'display', 'lat': 40.759489759762815, 'lng': -73.98956180541293}, {'label': 'entrance', 'lat': 40.759547, 'lng': -73.989549}]",4862,US,New York,NY,United States,"['322 W 45th St (btwn 8th & 9th Ave)', 'New York, NY 10036', 'United States']",10036,,46a9bed8f964a52054491fe3,Museum of the City of New York
54,Gantry Plaza State Park,State / Provincial Park,474 48th Ave,at Center Blvd,40.74655794031174,-73.9580512046814,"[{'label': 'display', 'lat': 40.74655794031174, 'lng': -73.9580512046814}]",5143,US,Queens,NY,United States,"['474 48th Ave (at Center Blvd)', 'Long Island City, NY 11109', 'United States']",11109,Long Island City,43222200f964a5209c271fe3,Museum of the City of New York
55,Books Kinokuniya,Bookstore,1073 Avenue of the Americas,btwn W 40th & W 41st St,40.75405320187223,-73.98464945969599,"[{'label': 'display', 'lat': 40.75405320187223, 'lng': -73.98464945969599}]",5098,US,New York,NY,United States,"['1073 Avenue of the Americas (btwn W 40th & W 41st St)', 'New York, NY 10018', 'United States']",10018,,49ef71e3f964a520b8681fe3,Museum of the City of New York
56,New York Public Library Terrace,Plaza,476 5th Ave,btwn W 40th & W 42nd St,40.75301665207755,-73.98147986022437,"[{'label': 'display', 'lat': 40.75301665207755, 'lng': -73.98147986022437}]",5058,US,New York,NY,United States,"['476 5th Ave (btwn W 40th & W 42nd St)', 'New York, NY 10018', 'United States']",10018,,4ddaf97b183802d5373be2eb,Museum of the City of New York
57,New Amsterdam Theater,Theater,214 W 42nd St,btwn Broadway & 8th Ave,40.755844024448116,-73.98832119495094,"[{'label': 'display', 'lat': 40.755844024448116, 'lng': -73.98832119495094}]",5112,US,New York,NY,United States,"['214 W 42nd St (btwn Broadway & 8th Ave)', 'New York, NY 10036', 'United States']",10036,,4f139003e4b000502e3959c2,Museum of the City of New York
58,MUJI,Miscellaneous Shop,475 5th Ave,at E 41st St,40.75247095108687,-73.98134887218475,"[{'label': 'display', 'lat': 40.75247095108687, 'lng': -73.98134887218475}]",5106,US,New York,NY,United States,"['475 5th Ave (at E 41st St)', 'New York, NY 10017', 'United States']",10017,Midtown East,564e6919498e9cd069ba3df0,Museum of the City of New York
59,Fifth Hammer Brewing Company,Brewery,10-28 46th Ave,,40.74655304120232,-73.95143837388332,"[{'label': 'display', 'lat': 40.74655304120232, 'lng': -73.95143837388332}]",5116,US,New York,NY,United States,"['10-28 46th Ave', 'New York, NY 11101', 'United States']",11101,Hunters Point,580bbe6c38fa27d5b5a442cc,Museum of the City of New York
60,Dulce de Leche,Bakery,65 Bergenline Ave,btwn 65th St & 66th St,40.793358,-74.01276,"[{'label': 'display', 'lat': 40.793358, 'lng': -74.01276}, {'label': 'entrance', 'lat': 40.793379, 'lng': -74.012773}]",5137,US,West New York,NJ,United States,"['65 Bergenline Ave (btwn 65th St & 66th St)', 'West New York, NJ 07093', 'United States']",07093,,4c9e7ff7542b224b73d8f49f,Museum of the City of New York
61,Hunter's Point South Park,Park,Center Boulevard and Borden Avenue,Center Boulevard and Borden Avenue,40.742631898404746,-73.96070122718811,"[{'label': 'display', 'lat': 40.742631898404746, 'lng': -73.96070122718811}]",5603,US,Queens,NY,United States,"['Center Boulevard and Borden Avenue (Center Boulevard and Borden Avenue)', 'Long Island City, NY 11101', 'United States']",11101,Long Island City,521cd1c293cd469ce13dbb47,Museum of the City of New York
62,Kalustyan's,Gourmet Shop,123 Lexington Ave,at E 28th St,40.74283152687895,-73.98226690988776,"[{'label': 'display', 'lat': 40.74283152687895, 'lng': -73.98226690988776}, {'label': 'entrance', 'lat': 40.742795, 'lng': -73.982187}]",6097,US,New York,NY,United States,"['123 Lexington Ave (at E 28th St)', 'New York, NY 10016', 'United States']",10016,,45940e37f964a52055401fe3,Museum of the City of New York
63,Madison Square Park,Park,Madison Ave,btwn E 23rd & E 26th St,40.74226204193276,-73.98800611495972,"[{'label': 'display', 'lat': 40.74226204193276, 'lng': -73.98800611495972}]",6372,US,New York,NY,United States,"['Madison Ave (btwn E 23rd & E 26th St)', 'New York, NY 10010', 'United States']",10010,,40b68100f964a5207d001fe3,Museum of the City of New York
64,Hudson River Greenway,Trail,Hudson River Greenway,,40.84988118297566,-73.94634064997031,"[{'label': 'display', 'lat': 40.84988118297566, 'lng': -73.94634064997031}]",6402,US,New York,NY,United States,"['Hudson River Greenway', 'New York, NY 10033', 'United States']",10033,,4e27472dfa762797e591b9e0,Museum of the City of New York
65,Bakeri,Bakery,105 Freeman St,btwn Franklin & Manhattan Ave,40.73426471796698,-73.95755265756051,"[{'label': 'display', 'lat': 40.73426471796698, 'lng': -73.95755265756051}, {'label': 'entrance', 'lat': 40.73429, 'lng': -73.957528}]",6502,US,Brooklyn,NY,United States,"['105 Freeman St (btwn Franklin & Manhattan Ave)', 'Brooklyn, NY 11222', 'United States']",11222,,534d61c4498e9beff4c74e8b,Museum of the City of New York
66,Equinox Gramercy,Gym,315 Park Ave S,24th St,40.74074907098539,-73.98577092778955,"[{'label': 'display', 'lat': 40.74074907098539, 'lng': -73.98577092778955}]",6434,US,New York,NY,United States,"['315 Park Ave S (24th St)', 'New York, NY 10010', 'United States']",10010,,574da377498ef19a1bd08764,Museum of the City of New York
