,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,cc,city,state,country,formattedAddress,postalCode,neighborhood,id,point name
67,Gagosian Gallery,Art Gallery,555 W 24th St,btwn 10th & 11th Ave,40.74949263854115,-74.00604977829569,"[{'label': 'display', 'lat': 40.74949263854115, 'lng': -74.00604977829569}, {'label': 'entrance', 'lat': 40.749414, 'lng': -74.005971}]",6621,US,New York,NY,United States,"['555 W 24th St (btwn 10th & 11th Ave)', 'New York, NY 10011', 'United States']",10011,,442e41b2f964a520da311fe3,Museum of the City of New York
68,Dandelion Wine,Wine Shop,153 Franklin St,,40.731667,-73.958015,"[{'label': 'entrance', 'lat': 40.731674, 'lng': -73.958013}, {'label': 'display', 'lat': 40.731667, 'lng': -73.958015}]",6793,US,Brooklyn,NY,United States,"['153 Franklin St', 'Brooklyn, NY 11222', 'United States']",11222,,4bd61b737b1876b008038c86,Museum of the City of New York
69,High Line,Park,btwn Gansevoort & W 34th St,btwn 10th & 12th Ave,40.746825,-74.005507,"[{'label': 'display', 'lat': 40.746825, 'lng': -74.005507}]",6809,US,New York,NY,United States,"['btwn Gansevoort & W 34th St (btwn 10th & 12th Ave)', 'New York, NY 10011', 'United States']",10011,,40f1d480f964a5206a0a1fe3,Museum of the City of New York
70,SoulCycle 19th,Cycle Studio,8 W 19th St,btwn 5th & 6th Ave,40.73943353393161,-73.99216844203444,"[{'label': 'display', 'lat': 40.73943353393161, 'lng': -73.99216844203444}, {'label': 'entrance', 'lat': 40.739315, 'lng': -73.992139}]",6818,US,New York,NY,United States,"['8 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,529f289511d21133dd08a7ec,Museum of the City of New York
71,Pier 63 Hudson River Park,Park,205 12th Ave,23rd Street,40.749500287685564,-74.00859475135803,"[{'label': 'display', 'lat': 40.749500287685564, 'lng': -74.00859475135803}]",6771,US,New York,NY,United States,"['205 12th Ave (23rd Street)', 'New York, NY 10001', 'United States']",10001,,4dd56920cc3f75159f13cb35,Museum of the City of New York
72,Gramercy Tavern,American Restaurant,42 E 20th St,btwn Broadway & Park Ave,40.73859964402532,-73.98831951156392,"[{'label': 'display', 'lat': 40.73859964402532, 'lng': -73.98831951156392}]",6745,US,New York,NY,United States,"['42 E 20th St (btwn Broadway & Park Ave)', 'New York, NY 10003', 'United States']",10003,,3fd66200f964a520aee91ee3,Museum of the City of New York
73,The Fhitting Room,Gym,31 W 19th St,btwn 5th & 6th Ave,40.739856864845336,-73.99319384310543,"[{'label': 'display', 'lat': 40.739856864845336, 'lng': -73.99319384310543}, {'label': 'entrance', 'lat': 40.739879, 'lng': -73.993022}]",6821,US,New York,NY,United States,"['31 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,54cd0dab498e6e5d8a9d7866,Museum of the City of New York
74,Fishs Eddy,Furniture / Home Store,889 Broadway,btwn E 19th & E 20th St,40.738605357398285,-73.99001680796049,"[{'label': 'display', 'lat': 40.738605357398285, 'lng': -73.99001680796049}, {'label': 'entrance', 'lat': 40.738705, 'lng': -73.990025}]",6811,US,New York,NY,United States,"['889 Broadway (btwn E 19th & E 20th St)', 'New York, NY 10003', 'United States']",10003,,4a5d186ff964a5202bbd1fe3,Museum of the City of New York
75,Malt & Mold,Gourmet Shop,362 2nd Ave,btwn 21st & 22nd St,40.736677,-73.981472,"[{'label': 'display', 'lat': 40.736677, 'lng': -73.981472}]",6700,US,New York,NY,United States,"['362 2nd Ave (btwn 21st & 22nd St)', 'New York, NY 10010', 'United States']",10010,Gramercy Park,545fd218498e729596469903,Museum of the City of New York
76,Caffè Panna,Ice Cream Shop,77 Irving Pl,,40.736985,-73.98676,"[{'label': 'display', 'lat': 40.736985, 'lng': -73.98676}]",6848,US,New York,NY,United States,"['77 Irving Pl', 'New York, NY 10003', 'United States']",10003,,5d7d70ed72c4090008784186,Museum of the City of New York
77,WNYC Transmitter Park,Park,2 Greenpoint Ave,at West St,40.729958061792885,-73.96073341369629,"[{'label': 'display', 'lat': 40.729958061792885, 'lng': -73.96073341369629}]",7004,US,Brooklyn,NY,United States,"['2 Greenpoint Ave (at West St)', 'Brooklyn, NY 11222', 'United States']",11222,,4a4e944df964a520baae1fe3,Museum of the City of New York
78,David Zwirner Gallery,Art Gallery,537 W 20th St,at 11th Ave,40.74663515827365,-74.007328748703,"[{'label': 'display', 'lat': 40.74663515827365, 'lng': -74.007328748703}]",6927,US,New York,NY,United States,"['537 W 20th St (at 11th Ave)', 'New York, NY 10011', 'United States']",10011,,533d96d9498e88fc19384087,Museum of the City of New York
79,Union Square Greenmarket,Farmers Market,1 Union Sq W,btwn 14th & 17th St,40.736296929163295,-73.9905813271794,,7060,US,New York,NY,United States,"['1 Union Sq W (btwn 14th & 17th St)', 'New York, NY 10003', 'United States']",10003,Union Square,49c27575f964a520f1551fe3,Museum of the City of New York
80,Paulie Gee’s,Pizza Place,708 Continental Cir #1514,,40.729801246987186,-73.95852046352437,"[{'label': 'display', 'lat': 40.729801246987186, 'lng': -73.95852046352437}]",7004,US,Brooklyn,NY,United States,"['708 Continental Cir #1514', 'Brooklyn, NY 11222', 'United States']",11222,,4b9709fcf964a520c4f434e3,Museum of the City of New York
81,Los Tacos No. 1,Taco Place,75 9th Ave,,40.74224400629671,-74.00596115738153,"[{'label': 'display', 'lat': 40.74224400629671, 'lng': -74.00596115738153}]",7222,US,New York,NY,United States,"['75 9th Ave', 'New York, NY 10011', 'United States']",10011,Chelsea,5196b9ff498e8a6be4336a03,Museum of the City of New York
82,High Line 10th Ave Amphitheatre,Scenic Lookout,High Line,10th Ave & W 17th St,40.74398136118615,-74.00684429247669,"[{'label': 'display', 'lat': 40.74398136118615, 'lng': -74.00684429247669}]",7121,US,New York,NY,United States,"['High Line (10th Ave & W 17th St)', 'New York, NY 10011', 'United States']",10011,,4eb1877fd3e36bac670d2898,Museum of the City of New York
83,Soothr,Thai Restaurant,204 E 13th St,3rd Ave,40.732287,-73.987287,"[{'label': 'display', 'lat': 40.732287, 'lng': -73.987287}]",7341,US,New York,NY,United States,"['204 E 13th St (3rd Ave)', 'New York, NY 10003', 'United States']",10003,,5ee66a36459579000887cd2b,Museum of the City of New York
84,Los Mariscos,Seafood Restaurant,409 West 15th St,9th Ave,40.74199972810892,-74.00589003225507,"[{'label': 'display', 'lat': 40.74199972810892, 'lng': -74.00589003225507}, {'label': 'entrance', 'lat': 40.742132, 'lng': -74.005809}]",7239,US,New York,NY,United States,"['409 West 15th St (9th Ave)', 'New York, NY 10011', 'United States']",10011,,57e9590a498e2d323e20c667,Museum of the City of New York
85,Peridance Capezio Center,Dance Studio,126 E 13th St,btwn 3rd & 4th Ave,40.73298682271572,-73.98852241900113,"[{'label': 'display', 'lat': 40.73298682271572, 'lng': -73.98852241900113}]",7314,US,New York,NY,United States,"['126 E 13th St (btwn 3rd & 4th Ave)', 'New York, NY 10003', 'United States']",10003,,4b6cba70f964a520ae4f2ce3,Museum of the City of New York
86,Strand Bookstore,Bookstore,828 Broadway,at E 12th St,40.73314000684355,-73.99091161094675,"[{'label': 'display', 'lat': 40.73314000684355, 'lng': -73.99091161094675}]",7386,US,New York,NY,United States,"['828 Broadway (at E 12th St)', 'New York, NY 10003', 'United States']",10003,,4a8cc1d4f964a520130f20e3,Museum of the City of New York
87,Trader Joe's Wine Shop,Wine Shop,138 E 14th St,btwn Irving Pl & 3rd Ave,40.73374950502162,-73.98812798965065,"[{'label': 'display', 'lat': 40.73374950502162, 'lng': -73.98812798965065}, {'label': 'entrance', 'lat': 40.733559, 'lng': -73.988201}]",7223,US,New York,NY,United States,"['138 E 14th St (btwn Irving Pl & 3rd Ave)', 'New York, NY 10003', 'United States']",10003,,4a319883f964a520fc991fe3,Museum of the City of New York
88,Juice Vitality,Juice Bar,192 1st Ave,btwn E 11 & 12th St,40.729714154152404,-73.98365020751953,"[{'label': 'display', 'lat': 40.729714154152404, 'lng': -73.98365020751953}]",7488,US,New York,NY,United States,"['192 1st Ave (btwn E 11 & 12th St)', 'New York, NY 10009', 'United States']",10009,,56965f2e498e683a33b43263,Museum of the City of New York
89,Birria-Landia Taco Truck,Food Truck,77-99 Roosevelt Ave,78th St,40.74725134613699,-73.88771249450689,"[{'label': 'display', 'lat': 40.74725134613699, 'lng': -73.88771249450689}]",7388,US,New York,NY,United States,"['77-99 Roosevelt Ave (78th St)', 'New York, NY 11372', 'United States']",11372,,5d6b080fc391b8000833e673,Museum of the City of New York
90,Aux Merveilleux de Fred,Bakery,37 8th Ave,at W 4th St,40.738334,-74.004114,"[{'label': 'display', 'lat': 40.738334, 'lng': -74.004114}, {'label': 'entrance', 'lat': 40.738342, 'lng': -74.004102}]",7471,US,New York,NY,United States,"['37 8th Ave (at W 4th St)', 'New York, NY 10014', 'United States']",10014,,54b1b78e498ee334f9b739be,Museum of the City of New York
91,Mah-Ze-Dahr Bakery,Bakery,28 Greenwich Ave,Charles Street,40.735117,-74.000052,"[{'label': 'display', 'lat': 40.735117, 'lng': -74.000052}]",7574,US,New York,NY,United States,"['28 Greenwich Ave (Charles Street)', 'New York, NY 10011', 'United States']",10011,,568c0ce238fafac5f5ffe631,Museum of the City of New York
92,4 Charles Prime Rib,Steakhouse,4 Charles St,Greenwich Ave,40.735219495923204,-74.0006488188871,"[{'label': 'display', 'lat': 40.735219495923204, 'lng': -74.0006488188871}, {'label': 'entrance', 'lat': 40.735185, 'lng': -74.000661}]",7591,US,New York,NY,United States,"['4 Charles St (Greenwich Ave)', 'New York, NY 10014', 'United States']",10014,,585164b77220e62219c9aeb6,Museum of the City of New York
93,Forma Pasta Factory,Italian Restaurant,14 Bedford St,,40.72370682985822,-73.95148527074878,"[{'label': 'display', 'lat': 40.72370682985822, 'lng': -73.95148527074878}]",7659,US,New York,NY,United States,"['14 Bedford St', 'New York, NY 10014', 'United States']",10014,,5c6ddee8de3bbf002c44d83c,Museum of the City of New York
94,McNally Jackson Store: Goods for the Study,Stationery Store,50 W 8th St,6th Avenue,40.73323795162194,-73.99873304139692,"[{'label': 'display', 'lat': 40.73323795162194, 'lng': -73.99873304139692}]",7693,US,New York,NY,United States,"['50 W 8th St (6th Avenue)', 'New York, NY 10011', 'United States']",10011,,58557b6b158b966de0f7e137,Museum of the City of New York
95,Van Leeuwen Ice Cream,Ice Cream Shop,152 W 10th St,at Waverly Pl,40.734397,-74.001271,"[{'label': 'display', 'lat': 40.734397, 'lng': -74.001271}]",7697,US,New York,NY,United States,"['152 W 10th St (at Waverly Pl)', 'New York, NY 10012', 'United States']",10012,,54e7da22498e3dd7390e3136,Museum of the City of New York
96,Washington Square Park,Park,W 4th St,btwn MacDougal St & University Pl,40.73081579656163,-73.9974582195282,"[{'label': 'display', 'lat': 40.73081579656163, 'lng': -73.9974582195282}]",7873,US,New York,NY,United States,"['W 4th St (btwn MacDougal St & University Pl)', 'New York, NY 10012', 'United States']",10012,,40abf500f964a52035f31ee3,Museum of the City of New York
97,Three Lives & Company,Bookstore,154 W 10th St,at Waverly Pl,40.73442736120523,-74.00139223025236,"[{'label': 'display', 'lat': 40.73442736120523, 'lng': -74.00139223025236}, {'label': 'entrance', 'lat': 40.734388, 'lng': -74.001534}]",7700,US,New York,NY,United States,"['154 W 10th St (at Waverly Pl)', 'New York, NY 10014', 'United States']",10014,,4a7cbad7f964a5205fed1fe3,Museum of the City of New York
98,Barry's Bootcamp,Gym / Fitness Center,419 Lafayette St,,40.7289365661847,-73.99224109396116,"[{'label': 'display', 'lat': 40.7289365661847, 'lng': -73.99224109396116}]",7855,US,New York,NY,United States,"['419 Lafayette St', 'New York, NY 10003', 'United States']",10003,,54393961498e8986492d5b67,Museum of the City of New York
99,Trader Joe's,Grocery Store,1350 Willow Ave.,,40.75363429975088,-74.02983232852095,"[{'label': 'display', 'lat': 40.75363429975088, 'lng': -74.02983232852095}]",7873,US,Hoboken,NJ,United States,"['1350 Willow Ave.', 'Hoboken, NJ 07030', 'United States']",07030,,590fa389018cbb785fbbd4e5,Museum of the City of New York
0,Hudson River Greenway,Trail,Hudson River Greenway,,40.84988118297566,-73.94634064997031,"[{'label': 'display', 'lat': 40.84988118297566, 'lng': -73.94634064997031}]",2809,US,New York,NY,United States,"['Hudson River Greenway', 'New York, NY 10033', 'United States']",10033,,4e27472dfa762797e591b9e0,Yankee Stadium
1,Sottocasa Pizzeria,Pizza Place,227 Malcolm X Blvd,,40.805550131828895,-73.94743518730202,"[{'label': 'display', 'lat': 40.805550131828895, 'lng': -73.94743518730202}]",3203,US,New York,NY,United States,"['227 Malcolm X Blvd', 'New York, NY 10027', 'United States']",10027,Central Harlem,56e86a57cd1017cb53f3e8f9,Yankee Stadium
2,Fort Tryon Park,Park,1 Margaret Corbin Dr,,40.86195825873335,-73.93116860799772,,3625,US,New York,NY,United States,"['1 Margaret Corbin Dr', 'New York, NY 10040', 'United States']",10040,,4be1dcc440c0ef3b2f5cbed6,Yankee Stadium
3,Levain Bakery,Bakery,2167 Frederick Douglass Blvd,117th St,40.80489688300106,-73.9550975367771,"[{'label': 'display', 'lat': 40.80489688300106, 'lng': -73.9550975367771}, {'label': 'entrance', 'lat': 40.804945, 'lng': -73.9552}]",3653,US,New York,NY,United States,"['2167 Frederick Douglass Blvd (117th St)', 'New York, NY 10026', 'United States']",10026,,4d4f05ec9a2a6ea8dd5a286f,Yankee Stadium
4,The Cloisters,Museum,99 Margaret Corbin Dr,at Fort Tryon Pl,40.8650293481217,-73.93169675048539,,3969,US,New York,NY,United States,"['99 Margaret Corbin Dr (at Fort Tryon Pl)', 'New York, NY 10040', 'United States']",10040,Hudson Heights,42893400f964a52055231fe3,Yankee Stadium
5,Riverside Park,Park,Riverside Dr,btwn W 59th St & St. Clair Pl,40.806809433439135,-73.96865129470825,,4361,US,New York,NY,United States,"['Riverside Dr (btwn W 59th St & St. Clair Pl)', 'New York, NY 10025', 'United States']",10025,,4a06ff94f964a52017731fe3,Yankee Stadium
6,Conservatory Garden,Garden,1231 5th Ave,at 105th St,40.79386107302837,-73.952397108078,"[{'label': 'display', 'lat': 40.79386107302837, 'lng': -73.952397108078}]",4534,US,New York,NY,United States,"['1231 5th Ave (at 105th St)', 'New York, NY 10029', 'United States']",10029,,4a9ad8d2f964a520213320e3,Yankee Stadium
7,West 105th Street Dog Run - Riverside Park,Dog Run,105th St.,@ Riverside Dr.,40.80248358610179,-73.97144265286585,"[{'label': 'display', 'lat': 40.80248358610179, 'lng': -73.97144265286585}]",4839,US,New York,NY,United States,"['105th St. (@ Riverside Dr.)', 'New York, NY', 'United States']",,Upper West Side,4bc0fad074a9a5936018d1f6,Yankee Stadium
8,Yoga To The People,Yoga Studio,2710 Broadway Fl 3,btwn W 104th St & W 103rd St,40.79958793827724,-73.96819700736744,"[{'label': 'display', 'lat': 40.79958793827724, 'lng': -73.96819700736744}]",4845,US,New York,NY,United States,"['2710 Broadway Fl 3 (btwn W 104th St & W 103rd St)', 'New York, NY 10025', 'United States']",10025,,54f39f29498ec36f934f3381,Yankee Stadium
9,East Meadow,Field,Central Park,5th Ave btwn 98th & 101st St,40.79015961797437,-73.95549774169922,"[{'label': 'display', 'lat': 40.79015961797437, 'lng': -73.95549774169922}]",5021,US,New York,NY,United States,"['Central Park (5th Ave btwn 98th & 101st St)', 'New York, NY 10029', 'United States']",10029,Central Park,4ba233dbf964a5206fe337e3,Yankee Stadium
10,The New York Botanical Garden,Botanical Garden,2900 Southern Blvd,at Bronx Park Rd,40.86262485277416,-73.87724161148071,"[{'label': 'display', 'lat': 40.86262485277416, 'lng': -73.87724161148071}]",5545,US,Bronx,NY,United States,"['2900 Southern Blvd (at Bronx Park Rd)', 'Bronx, NY 10458', 'United States']",10458,Bronx Park,49df79b7f964a520ca601fe3,Yankee Stadium
11,Kitchen Arts & Letters,Bookstore,1435 Lexington Ave,at E 93rd St,40.784225883561795,-73.95213507194228,"[{'label': 'display', 'lat': 40.784225883561795, 'lng': -73.95213507194228}, {'label': 'entrance', 'lat': 40.784273, 'lng': -73.951943}]",5490,US,New York,NY,United States,"['1435 Lexington Ave (at E 93rd St)', 'New York, NY 10128', 'United States']",10128,,4aeca8edf964a52002ca21e3,Yankee Stadium
12,Equinox East 92nd Street,Gym,203 East 92nd Street,3rd Ave,40.7825,-73.95058,"[{'label': 'display', 'lat': 40.7825, 'lng': -73.95058}]",5619,US,New York,NY,United States,"['203 East 92nd Street (3rd Ave)', 'New York, NY 10128', 'United States']",10128,,574dc71c498ef19a1c178913,Yankee Stadium
13,Astoria Park,Park,at Shore & Ditmars Blvd,19th St,40.77731479754369,-73.92379168498111,"[{'label': 'display', 'lat': 40.77731479754369, 'lng': -73.92379168498111}]",5822,US,Astoria,NY,United States,"['at Shore & Ditmars Blvd (19th St)', 'Astoria, NY 11106', 'United States']",11106,,43222200f964a5209a271fe3,Yankee Stadium
14,Jacqueline Kennedy Onassis Reservoir,Reservoir,Central Park,btwn 85th & 96th St,40.784546812155064,-73.96436989470621,,5941,US,New York,NY,United States,"['Central Park (btwn 85th & 96th St)', 'New York, NY 10024', 'United States']",10024,Central Park,4a229fa8f964a520797d1fe3,Yankee Stadium
15,Central Park,Park,59th St to 110th St,5th Ave to Central Park West,40.78307608904521,-73.96549701690674,"[{'label': 'display', 'lat': 40.78307608904521, 'lng': -73.96549701690674}]",6130,US,New York,NY,United States,"['59th St to 110th St (5th Ave to Central Park West)', 'New York, NY 10028', 'United States']",10028,,412d2800f964a520df0c1fe3,Yankee Stadium
16,Carl Schurz Park,Park,599 E 86th St,at East End Ave,40.77511823969361,-73.94376326618595,"[{'label': 'display', 'lat': 40.77511823969361, 'lng': -73.94376326618595}]",6234,US,New York,NY,United States,"['599 E 86th St (at East End Ave)', 'New York, NY 10028', 'United States']",10028,,49ee4a7df964a52047681fe3,Yankee Stadium
17,PlantShed,Flower Shop,555 Columbus Ave,at W 87th St,40.78699161930172,-73.97156685590744,"[{'label': 'display', 'lat': 40.78699161930172, 'lng': -73.97156685590744}]",6073,US,New York,NY,United States,"['555 Columbus Ave (at W 87th St)', 'New York, NY 10024', 'United States']",10024,,5abfa9de01235845ec89c1f4,Yankee Stadium
18,The Metropolitan Museum of Art (Metropolitan Museum of Art),Art Museum,1000 5th Ave,btwn E 80th & E 84th St,40.77972902126812,-73.96341562271118,"[{'label': 'display', 'lat': 40.77972902126812, 'lng': -73.96341562271118}]",6361,US,New York,NY,United States,"['1000 5th Ave (btwn E 80th & E 84th St)', 'New York, NY 10028', 'United States']",10028,,427c0500f964a52097211fe3,Yankee Stadium
19,Levain Bakery,Bakery,1484 3rd Ave,,40.777354,-73.955284,"[{'label': 'display', 'lat': 40.777354, 'lng': -73.955284}, {'label': 'entrance', 'lat': 40.777377, 'lng': -73.955245}]",6298,US,New York,NY,United States,"['1484 3rd Ave', 'New York, NY 10028', 'United States']",10028,,5d2ccef540f3b0002ffe517d,Yankee Stadium
20,Schaller & Weber,Butcher,1654 2nd Ave,86th St.,40.77768033358095,-73.95192930892712,"[{'label': 'display', 'lat': 40.77768033358095, 'lng': -73.95192930892712}, {'label': 'entrance', 'lat': 40.777601, 'lng': -73.951733}]",6161,US,New York,NY,United States,"['1654 2nd Ave (86th St.)', 'New York, NY 10028', 'United States']",10028,,4b2fbd84f964a520dfee24e3,Yankee Stadium
21,City Swiggers,Beer Store,320 E 86th St,btw. 1st Ave. & 2nd Ave.,40.777514591474876,-73.95082007552988,"[{'label': 'display', 'lat': 40.777514591474876, 'lng': -73.95082007552988}, {'label': 'entrance', 'lat': 40.777382, 'lng': -73.950951}]",6147,US,New York,NY,United States,"['320 E 86th St (btw. 1st Ave. & 2nd Ave.)', 'New York, NY 10028', 'United States']",10028,,4e95c2f5108168120ad2f07e,Yankee Stadium
22,Temple of Dendur,Exhibit,1000 5th Ave,at 83rd St.,40.780411446833284,-73.96267533302307,"[{'label': 'display', 'lat': 40.780411446833284, 'lng': -73.96267533302307}]",6264,US,New York,NY,United States,"['1000 5th Ave (at 83rd St.)', 'New York, NY 10028', 'United States']",10028,,4c8bd941ed3ab60c65216221,Yankee Stadium
23,"Sal, Kris & Charlie's Deli",Sandwich Place,33-12 23rd Ave,btwn 33rd & 35th St,40.773304024636666,-73.91143439217934,"[{'label': 'display', 'lat': 40.773304024636666, 'lng': -73.91143439217934}]",6392,US,Astoria,NY,United States,"['33-12 23rd Ave (btwn 33rd & 35th St)', 'Astoria, NY 11105', 'United States']",11105,,4aeddba9f964a52096cf21e3,Yankee Stadium
24,Metropolitan Museum Steps,Plaza,1000 5th Ave,at 82nd St,40.77906283716806,-73.96251440048218,"[{'label': 'display', 'lat': 40.77906283716806, 'lng': -73.96251440048218}]",6389,US,New York,NY,United States,"['1000 5th Ave (at 82nd St)', 'New York, NY 10028', 'United States']",10028,,4c30f3c166e40f477d4fc48b,Yankee Stadium
25,Kingsbridge Social Club,Pizza Place,3625 Kingsbridge Ave,,40.884581,-73.901999,"[{'label': 'entrance', 'lat': 40.884542, 'lng': -73.901935}, {'label': 'display', 'lat': 40.884581, 'lng': -73.901999}]",6461,US,Bronx,NY,United States,"['3625 Kingsbridge Ave', 'Bronx, NY 10463', 'United States']",10463,,58935fd798f8aa7c14662653,Yankee Stadium
26,SoulCycle East 83rd,Cycle Studio,1470 3rd Ave,at E 83rd St,40.77699051498346,-73.95532907885685,"[{'label': 'display', 'lat': 40.77699051498346, 'lng': -73.95532907885685}]",6337,US,New York,NY,United States,"['1470 3rd Ave (at E 83rd St)', 'New York, NY 10028', 'United States']",10028,,4be1910358102d7faed64156,Yankee Stadium
27,Riverside Park Promenade,Waterfront,Riverside Dr,at W 83rd St,40.788761710401126,-73.98291397770349,"[{'label': 'display', 'lat': 40.788761710401126, 'lng': -73.98291397770349}]",6574,US,New York,NY,United States,"['Riverside Dr (at W 83rd St)', 'New York, NY', 'United States']",,,4e653fd745ddda352ac83d80,Yankee Stadium
28,Delacorte Theater,Theater,Central Park,at 79th St,40.78026521337381,-73.96878004074097,"[{'label': 'display', 'lat': 40.78026521337381, 'lng': -73.96878004074097}]",6543,US,New York,NY,United States,"['Central Park (at 79th St)', 'New York, NY 10028', 'United States']",10028,Central Park,4a314b58f964a520ae991fe3,Yankee Stadium
29,Central Park Loop,Track,Central Park,btwn 85th & 96th St,40.77758420956305,-73.96678447723389,"[{'label': 'display', 'lat': 40.77758420956305, 'lng': -73.96678447723389}]",6709,US,New York,NY,United States,"['Central Park (btwn 85th & 96th St)', 'New York, NY 10023', 'United States']",10023,,4b76ed15f964a520366b2ee3,Yankee Stadium
30,Levain Bakery,Bakery,351 Amsterdam Ave,at W 77th St,40.781513,-73.97926,"[{'label': 'display', 'lat': 40.781513, 'lng': -73.97926}]",6955,US,New York,NY,United States,"['351 Amsterdam Ave (at W 77th St)', 'New York, NY 10024', 'United States']",10024,Upper West Side,59541640a22db738071fa21f,Yankee Stadium
31,Bethesda Fountain,Fountain,Terrace Dr,Central Park,40.77429373881737,-73.9708399772644,"[{'label': 'display', 'lat': 40.77429373881737, 'lng': -73.9708399772644}]",7199,US,New York,NY,United States,"['Terrace Dr (Central Park)', 'New York, NY 10021', 'United States']",10021,,4a6b8bf4f964a52018cf1fe3,Yankee Stadium
32,Beacon Theatre,Concert Hall,2124 Broadway,at W 74th St,40.78055425266116,-73.98043206426468,"[{'label': 'display', 'lat': 40.78055425266116, 'lng': -73.98043206426468}]",7100,US,New York,NY,United States,"['2124 Broadway (at W 74th St)', 'New York, NY 10023', 'United States']",10023,,3fd66200f964a52020e81ee3,Yankee Stadium
33,Bethesda Terrace,Plaza,Terrace Dr,at Central Park,40.77385431547793,-73.97098155596522,"[{'label': 'display', 'lat': 40.77385431547793, 'lng': -73.97098155596522}]",7247,US,New York,NY,United States,"['Terrace Dr (at Central Park)', 'New York, NY 10021', 'United States']",10021,,4be709372468c9281aff0143,Yankee Stadium
34,Ample Hills Creamery,Ice Cream Shop,34-02 30th Ave,34th St,40.765562,-73.919012,"[{'label': 'display', 'lat': 40.765562, 'lng': -73.919012}]",7154,US,Astoria,NY,United States,"['34-02 30th Ave (34th St)', 'Astoria, NY 11103', 'United States']",11103,,5ae115d7c84d18002393461a,Yankee Stadium
35,Milkflower,Pizza Place,34-12 31st Ave,btwn 34th & 35th St,40.76303652205835,-73.92070512501088,"[{'label': 'display', 'lat': 40.76303652205835, 'lng': -73.92070512501088}]",7424,US,Astoria,NY,United States,"['34-12 31st Ave (btwn 34th & 35th St)', 'Astoria, NY 11106', 'United States']",11106,"Astoria, Queens, NY",51831cbf498e954462363bd3,Yankee Stadium
36,Sorriso Italian Pork Store,Butcher,4416 30th Ave,,40.762172151396804,-73.91137852187187,"[{'label': 'display', 'lat': 40.762172151396804, 'lng': -73.91137852187187}]",7611,US,Astoria,NY,United States,"['4416 30th Ave', 'Astoria, NY 11103', 'United States']",11103,,4b5a413ff964a520cfb728e3,Yankee Stadium
37,Riverside Park South,Park,Riverside Blvd,65th & 72nd Sts,40.77832352747964,-73.98911118507385,"[{'label': 'display', 'lat': 40.77832352747964, 'lng': -73.98911118507385}]",7770,US,New York,NY,United States,"['Riverside Blvd (65th & 72nd Sts)', 'New York, NY 10069', 'United States']",10069,,4adf50e7f964a520627921e3,Yankee Stadium
38,Lincoln Center for the Performing Arts,Performing Arts Venue,70 Lincoln Center Plz,btwn Columbus & 10th Ave,40.772282300238174,-73.98294841259204,,7955,US,New York,NY,United States,"['70 Lincoln Center Plz (btwn Columbus & 10th Ave)', 'New York, NY 10023', 'United States']",10023,,3fd66200f964a52023e81ee3,Yankee Stadium
39,Central Park - Wien Walk,Park,5th Ave. and E 61st St.,,40.766565760111106,-73.97225350141525,"[{'label': 'display', 'lat': 40.766565760111106, 'lng': -73.97225350141525}]",8003,US,New York,NY,United States,"['5th Ave. and E 61st St.', 'New York, NY', 'United States']",,,4def7f02fa76c1ceac932900,Yankee Stadium
40,Barry's Bootcamp,Gym / Fitness Center,1216 2nd Ave,East 64th Street,40.763501,-73.962023,"[{'label': 'display', 'lat': 40.763501, 'lng': -73.962023}, {'label': 'entrance', 'lat': 40.76354, 'lng': -73.961997}]",7941,US,New York,NY,United States,"['1216 2nd Ave (East 64th Street)', 'New York, NY 10065', 'United States']",10065,,521c185b11d26fe322a0b139,Yankee Stadium
41,Wave Hill,Garden,675 W 252nd St,Independence Ave,40.900062189494726,-73.9124461576627,"[{'label': 'display', 'lat': 40.900062189494726, 'lng': -73.9124461576627}, {'label': 'entrance', 'lat': 40.898986, 'lng': -73.912341}]",7934,US,Bronx,NY,United States,"['675 W 252nd St (Independence Ave)', 'Bronx, NY 10471', 'United States']",10471,,49e33171f964a5206a621fe3,Yankee Stadium
42,Equinox East 63rd Street,Gym,817 Lexington Avenue,at E 63rd St,40.7644886843313,-73.96651148383634,"[{'label': 'display', 'lat': 40.7644886843313, 'lng': -73.96651148383634}]",7991,US,New York,NY,United States,"['817 Lexington Avenue (at E 63rd St)', 'New York, NY 10065', 'United States']",10065,,4a68fb35f964a52064cb1fe3,Yankee Stadium
43,The Metropolitan Opera (Metropolitan Opera),Opera House,70 Lincoln Center Plz,at Columbus Ave,40.77274188001071,-73.9844012260437,"[{'label': 'display', 'lat': 40.77274188001071, 'lng': -73.9844012260437}]",7989,US,New York,NY,United States,"['70 Lincoln Center Plz (at Columbus Ave)', 'New York, NY 10023', 'United States']",10023,,48e480eef964a52022521fe3,Yankee Stadium
